Asc	Asp	Cr	CrCH2	GABA	GPC	GSH	Gln	Glu	mI	Lac	NAA	NAAG	PCh	PCr	PE	sI	Tau	MM09	MM12	MM14	MM17	MM20	Lip09	Lip13	Lip20	tNAA	Glx	tCho	tCr
0.127658830943142	0.221134665803575	0.58783097466477	0.138826460644497	0.086412455617611	0.150800370615512	0.161100080779131	0.328963030556318	0.964505438992772	0.693290663978047	0.0339188549763698	1.35219619811045	0.160488687465813	0.0250734478231963	0.41216902533523	0.453053317915267	0.0160804137288358	0.116271213934863	0.390290624584717	0	0.142903541608306	0.287971438635326	0.461358732400278	0.0679178177913868	0.193448262653881	0.0679411288700527	1.51268488557626	1.29346846954909	0.175873818438709	1
0.0193918070246901	0.257303883236442	0.601542119385879	0.254860224659058	0.10681003379999	0.113630899743058	0.291384729776326	0.37757923902493	0.952791644478542	0.708617917056343	0.0229894795074791	1.35099234953851	0.136903454677518	0.074530220163438	0.398457880614121	0.500772615558687	0.0304933780674195	0.319008311713106	0.411126533312525	0	0.193379132261304	0.281680649824227	0.435187064036692	0.129844311189846	0.228226377745805	0.0639388507714096	1.48789580421603	1.33037088350347	0.188161119906496	1
0	0.274256845212005	0.841299922831434	0	0.047772017956212	0.098393848778555	0.210595333199745	0.250587587876036	1.09065577634474	0.743062973679648	0.0379611933664474	1.34663393170274	0.159061192687745	0.0801701851405204	0.158700077168566	0.407310153839032	0.0759913348781724	0.608176312537267	0.299756074424582	0.00671815906091208	0.203037682186147	0.101531329201883	0.254873063017277	0.233189071404664	0.313609731703231	0.0704200832214169	1.50569512439048	1.34124336422078	0.178564033919075	1
0.235601559772806	0.270327055236145	0.55736129220168	0.0837926891168537	0.107444769605924	0.0888663614926921	0.266490753701456	0.314669521198766	0.973619406086884	0.704244915801925	0.0142033504066056	1.30533284000206	0.180411715745288	0.0832948986958969	0.44263870779832	0.392052625301197	0.0371439237756777	0.272614485425996	0.459864478332673	0	0.179101176139465	0.354087840108928	0.45900129224548	0.105062475556678	0.251099511831469	0.0770184426814924	1.48574455574734	1.28828892728565	0.172161260188589	1
0.147360137451002	0.290079893977479	0.539736712883391	0.132375862143137	0.182381470410047	0.0858389752652857	0.253956391859811	0.287164326206032	0.968456266962483	0.759311073153784	0.0228563176744193	1.37602152097126	0.191827128055792	0.0768395808339223	0.460263287116609	0.364905611298936	0.0193253431892244	0.136494811166749	0.360393931463737	0	0.183099927239897	0.252066190568111	0.408508398694219	0.105207372450411	0.190536968011999	0.0617026601283907	1.56784864902705	1.25562059316851	0.162678556099208	1
0	0.316164320778868	0.476683224610392	0.277188881973356	0.107141413469111	0.164125699463381	0.265324253037613	0.256883311129229	1.01289249419522	0.660568880532654	0.00960247447866296	1.42095787460006	0.0900804302988252	0.0312866152675691	0.523316775389608	0.806865393389693	0.0353841357224952	0.0869242630878883	0.384663842279186	0	0.190157572837049	0.248565094360296	0.408360828372831	0.216985698375571	0.258680489029288	0.0860500414878389	1.51103830489889	1.26977580532445	0.19541231473095	1
0.0408132578346139	0.225754881221188	0.459311628015886	0.219008150240308	0.0768987684353449	0.156700318896518	0.216844178704125	0.340582224591681	0.829284209289198	0.671471816199334	0.0153486426886361	1.21463425725124	0.174367655977128	0.00939456384005677	0.540688371984114	0.436139149461941	0	0.0236339692072034	0.427756883996369	0	0.199632934832412	0.320478605137137	0.535888925034962	0.0966761259166631	0.21537560524692	0.0453512203892643	1.38900191322837	1.16986643388088	0.166094882736575	1
0.00175874658811859	0.282344223502465	0.444786429171889	0	0.133586937913707	0.146341797516681	0.14039512088956	0.258719981976398	0.970035030598272	0.850177353030672	0.0270119007011044	1.24162390923501	0.209091988589527	0.0147089909459093	0.555213570828111	0.300868688778278	0.000712609320191421	0.127448884211536	0.375444483340552	0	0.171192693803904	0.338026139804878	0.499137954983992	0.129028389018626	0.194185274207435	0.0602109607445341	1.45071589782454	1.22875501257467	0.16105078846259	1
0	0.327265605083512	0.740607208501919	0.271459360697824	0.187428213874722	0.0596728247367127	0.244548167951181	0.297097216657475	1.05341874683005	0.999851583166687	0.0830976482970383	1.31105153363252	0.149498680252087	0.117166731022665	0.259392791498081	0.309289904305371	0.0412188898601197	0.361413219812773	0.264355281180539	0	0.121808900929274	0.278782252150793	0.368680282282505	0.133990220325382	0.191723230137054	0.0882312536376486	1.46055021388461	1.35051596348752	0.176839555759378	1
0	0.250663457852391	0.451026019860765	0.160845835722161	0.0641337704658748	0.153929071634233	0.241426645383938	0.304167449110423	1.05395759450389	0.965237561915635	0.023409420054619	1.3478019840141	0.178911937457889	0.0413372960511808	0.548973980139235	0.40971864240032	0	0.165415036924551	0.447254002174323	0	0.213596693799405	0.298207493060495	0.509210418766739	0.266957426812884	0.297090291681569	0.102983292248919	1.52671392147199	1.35812504361431	0.195266367685414	1
