Asc	Asp	Cr	CrCH2	GABA	GPC	GSH	Gln	Glu	mI	Lac	NAA	NAAG	PCh	PCr	PE	sI	Tau	MM09	MM12	MM14	MM17	MM20	Lip09	Lip13	Lip20	tNAA	Glx	tCho	tCr
0.256114934322724	0.20142792297873	0.855762345008505	0.114823224026624	0.230562029390808	0.141145731299175	0.213684893510158	0.257161245311125	0.852260536111689	0.681796197068376	0.573930456369428	1.42573169507648	0.212773207327535	0.0552380566115536	0.144237654991495	0.503260114853887	0.032991186939581	0.0576697896869371	0.15412287286976	0.0775910644928096	0.157565980039669	0.214726621942547	0.201860302742851	0.124646980573918	0.700633051416612	0.136485423494575	1.63850490240402	1.10942178142281	0.196383787910729	1
0.216508390513073	0.184070271758919	0.643694698550039	0.100297193573923	0.250490108732999	0.141189477800078	0.231940597137539	0.0435786637703394	0.86113889689316	0.76589327273646	0.099731945309551	1.40240838637027	0.17970150198854	0.036607475822462	0.356305301449961	0.521818076750506	0.0441715989058712	0.242482845755958	0.152379891331294	0.0580879622447431	0.0497471040778665	0.221483305335024	0.0300401084899494	0.0530082840294455	0.316268747663147	0.113033705670254	1.58210988835881	0.9047175606635	0.17779695362254	1
0.135951119649121	0.165043282990788	0.647547861246998	0.0248597496288379	0.303878577064704	0.0933649718034648	0.257895004239783	0	0.857563003580665	0.902032072083299	0.0804692315846449	1.44807938664397	0.121876474378372	0.0971842418488806	0.352452138753002	0.358824165818851	0.040293922041755	0.314425653345282	0.172537435515052	0	0.246675502332208	0.069496370191146	0	0.0313207430092643	0.0801496256572402	0.0484223680315183	1.56995586102234	0.857563003580665	0.190549213652345	1
0.262597568070596	0.160004294512705	0.801448943121295	0.112418642877399	0.170361326032501	0.148683405649678	0.184822657193354	0.386171373125829	0.80204595039262	0.645861531827838	0.438980017637155	1.37695058386308	0.272830965109867	0.0372719706903328	0.198551056878705	0.512641378152406	0.0142287822189463	0.0846673542353325	0.0837303296059251	0.270045427297384	0.0527401851790288	0.104926167641021	0.163655012196832	0.138945953576576	0.827855230648114	0.101571534339651	1.64978154897295	1.18821732351845	0.185955376340011	1
0.214259284044667	0.164830327063288	0.715591136620572	0.0865065782918799	0.239753326448571	0.110358808093508	0.21271605149268	0.114287501537141	0.876352513650098	0.748130876546027	0.212987253508127	1.39056067754107	0.146752722679233	0.0711472635716551	0.284408863379428	0.392619593409191	0.0424089479322456	0.269319712866948	0.12218060036774	0.136168954167145	0.101855152127641	0.0647976681189816	0.000448615767623823	0.0861080286265757	0.459172797980142	0.0886188514370658	1.5373134002203	0.990640015187239	0.181506071665163	1
0.229506006736359	0.166710454164171	0.722784395739996	0.101914003903589	0.241022566108092	0.119801132463326	0.198795330838961	0.110347933852833	1.04777554105939	0.821979141993988	0.074083042830707	1.40276336022186	0.157015723478124	0.0645032820828894	0.277215604260004	0.388761837579279	0.0380542448087102	0.301340635170407	0.252385188203308	0	0.637203149274976	0.235935930873886	0.181164398764532	0.07855345790042	0	0.118106699150514	1.55977908369998	1.15812347491223	0.184304414546215	1
0.138412144116205	0.171479811380921	0.608483400125641	0.0396190767153273	0.229801053719404	0.0948022734677899	0.217844684357282	0	0.884389726484074	0.797124719408582	0	1.44485498967243	0.103335308204044	0.0856908766656043	0.391516599874359	0.211448414831442	0.032566848808054	0.479954137645348	0.205113233943608	0	0.273517855330885	0.0444018576940878	0	0.0476937287913443	0.0455074036496405	0.0201990976865307	1.54819029787648	0.884389726484074	0.180493150133394	1
0.251336984281309	0.145576824385707	0.937703596915826	0.100805818745897	0.252683355211352	0.124604572756891	0.201621063343232	0.396918104272565	0.79345235583342	0.659966381971822	0.420184829131197	1.24945594453768	0.282177705253639	0.0603550970940545	0.0622964030841739	0.435618358564809	0.0218958000220452	0.155528452108964	0.0656035886684696	0.400148717310641	0	0.196030723766185	0.151361491970788	0.0957205941219156	0.773495602465004	0.114834991040852	1.53163364979131	1.19037046010599	0.184959669850945	1
0.18344493831605	0.123791588431074	0.592105018280636	0.0346597794425197	0.220604290601813	0.103110278906916	0.252200110152207	0.0124589419375956	0.716903954727618	0.733696852544201	0.490248706596083	1.45054567189419	0.0786607710541113	0.0805373952447578	0.407894981719364	0.303476581569023	0.0337186744203179	0.260655248319118	0.138593993074371	0.0435099223612738	0.374882578238522	0	0	0.140376138718236	0.559728866666261	0.0747990989106846	1.5292064429483	0.729362896665213	0.183647674151673	1
0.102133407192203	0.120171890398074	0.462449737024742	0.0415890306379565	0.233218441384167	0.117841908824766	0.210021217035061	0	0.891693783653534	0.861558580390963	0.0017262332937117	1.46877950912604	0.100849027764763	0.0503953776994164	0.537550262975258	0.227976133464146	0.0392725482555147	0.578288487313151	0.171271735106488	0	0.432620621738505	0	0	0.066545604015552	0.0933520366702923	0	1.5696285368908	0.891693783653534	0.168237286524182	1
