Asc	Asp	Cr	CrCH2	GABA	GPC	GSH	Gln	Glu	mI	Lac	NAA	NAAG	PCh	PCr	PE	sI	Tau	MM09	MM12	MM14	MM17	MM20	Lip09	Lip13	Lip20	tNAA	Glx	tCho	tCr
1.48956389290836	1.17150435559752	4.97711191034656	0.667811617583641	1.34094825420632	0.820903261800703	1.24279086916353	1.49564923530824	4.95674539752935	3.96532517777968	3.33797826787825	8.29205239271567	1.23748850433701	0.321264415371102	0.838885883172967	2.92695971755659	0.191876670446193	0.335407369571961	0.896378288541417	0.451269459887012	0.916403392244454	1.24884955942776	1.17401907535161	0.724946563986779	4.07488028110587	0.793798921892023	9.52954089705269	6.45239463283759	1.14216767717181	5.81599779351952
1.61470528191312	1.37278393390654	4.80063256313137	0.748009847752752	1.86813869282236	1.05298180368015	1.72979766003782	0.325006797205091	6.42231703805616	5.71198146149729	0.743794263516448	10.4590691543412	1.34020193739834	0.273016137748561	2.65730141386904	3.89168476441061	0.329428868298531	1.80842105420311	1.13643916897129	0.433216187279787	0.371010617759696	1.65180786819644	0.224037145779973	0.39533228252569	2.35871143906036	0.842997914064451	11.7992710917395	6.74732383526125	1.32599794142871	7.45793397700042
1.09066320627839	1.32405409139717	5.19493056319916	0.199436490905294	2.43785548832623	0.749017292127294	2.06895384851035	0	6.87976985761486	7.23652143831882	0.645561657405846	11.617167338224	0.977749846110079	0.779657255403265	2.82753522519085	2.87865459432932	0.323256611060034	2.5224690469547	1.38417567363605	0	1.97894577829406	0.557532252275756	0	0.251269589258779	0.642997629787476	0.388466790925685	12.5949171843341	6.87976985761486	1.52867454753056	8.02246578839001
1.54171672858491	0.939389116617205	4.70532629755587	0.660012594946442	1.00019550134449	0.872923901913131	1.08509832939467	2.26722155282351	4.70883134181066	3.79186881007504	2.57726239309175	8.08411047053472	1.60179725226079	0.218824649225861	1.16569809887127	3.0097300377508	0.0835375275388821	0.497084102296576	0.491582807837271	1.58544329180653	0.309638913858163	0.616024090044037	0.960822569205178	0.815755083232911	4.86035825584489	0.596328956090629	9.68590772279551	6.97605289463417	1.09174855113899	5.87102439642714
1.41052976569781	1.08512489271645	4.71093984455965	0.569497392626062	1.57836429300432	0.726523400920048	1.4003702271757	0.752387106510466	5.76927768268778	4.92515820124636	1.40215562712703	9.15445617876557	0.966114884865856	0.468382658250859	1.8723443850458	2.58472637752483	0.279190158116511	1.77300821843884	0.80434961956467	0.896438928530435	0.670541416705964	0.426581466642899	0.00295336510815025	0.566873626899751	3.02286503960647	0.583403087111383	10.1205710636314	6.52166478919825	1.19490605917091	6.58328422960545
1.30904775610651	0.950876837806669	4.12259053628659	0.581293274293584	1.37473547564821	0.6833172075112	1.13388135439144	0.629398407715645	5.9762628457157	4.68837381075446	0.42255208202233	8.00102905871324	0.89558039641459	0.367911401853233	1.58117196963446	2.21740519291766	0.217052374731062	1.7187754163954	1.43954517352386	0	3.63445543148942	1.34572251631805	1.03331870508086	0.448050267882863	0	0.673652562312797	8.89660945512783	6.60566125343135	1.05122860936443	5.70376250592105
0.875165725081362	1.08424917786118	3.84737784008203	0.250507339670378	1.45300838367157	0.599425006588609	1.37740949219455	0	5.59190511190357	5.04013746406383	0	9.13566921998178	0.653378505971068	0.541814583458439	2.47551911863141	1.3369665390625	0.205916829283325	3.03470055723971	1.29690984309392	0	1.72942521562548	0.280748370975175	0	0.301562532724494	0.287738624135257	0.127716813330921	9.78904772595284	5.59190511190357	1.14123959004705	6.32289695871344
1.77686054060358	1.02917489687003	6.62922142121718	0.712660264087291	1.7863788905808	0.880908749436892	1.42538716549631	2.80606580583352	5.60941791340735	4.66572090694831	2.97055303969048	8.83319648089163	1.99489315644083	0.426688458753416	0.440412781980036	3.0796624472504	0.154795296742217	1.09952926459985	0.463793374303094	2.8289050582648	0	1.38586550961492	1.07007038068364	0.676709586154653	5.46833096720922	0.811841380386252	10.8280896373325	8.41548371924088	1.30759720819031	7.06963420319721
1.02537885469455	0.691942107160164	3.30961416039449	0.193733363672903	1.23308376297783	0.57634242003808	1.40969089949038	0.0696401641383418	4.00718691271888	4.10105203916082	2.7402808815521	8.10793076866741	0.439680113680182	0.450169641387847	2.27995873328745	1.69630447420547	0.188472988550696	1.45695151060048	0.774681226915647	0.243201882636782	2.09543349763564	0	0	0.78464265989919	3.12864530092905	0.418095015742997	8.54761088234759	4.07682707685722	1.02651206142593	5.58957289368194
0.614002275076351	0.722445438110052	2.78014019553173	0.250023573402091	1.40205499391752	0.70843813113551	1.26259867969701	0	5.36065550818624	5.17948967937681	0.0103777128247264	8.82996058764369	0.606280884865358	0.302965282481401	3.23162707980134	1.37053945871672	0.236097420421442	3.47653580373106	1.0296458123027	0	2.60081449640179	0	0	0.400056684537968	0.561210719140156	0	9.43624147250905	5.36065550818624	1.01140341361691	6.01176727533307
